country,sex,measure,year,projection,PI_lower,PI_upper,model
G20,Both,ASIR,2025.0,1142.5681551462108,1124.6774992691312,1160.4588110232903,BAPC
G20,Both,ASIR,2026.0,1140.694027146085,1113.83933719228,1167.5487170998997,BAPC
G20,Both,ASIR,2027.0,1138.6791365688266,1101.430535315171,1175.927737822492,BAPC
G20,Both,ASIR,2028.0,1136.4608550661649,1087.6103887410916,1185.311321391248,BAPC
G20,Both,ASIR,2029.0,1134.0192722460154,1072.4707753771806,1195.5677691148596,BAPC
G20,Both,ASIR,2030.0,1131.3984880341684,1056.1961524355224,1206.6008236328148,BAPC
G20,Both,ASIR,2031.0,1128.6269163765346,1038.9128003497242,1218.3410324033448,BAPC
G20,Both,ASIR,2032.0,1125.6907628769611,1020.6781492192721,1230.7033765346503,BAPC
G20,Both,ASIR,2033.0,1122.5463039343229,1001.4962660710048,1243.5963417976307,BAPC
G20,Both,ASIR,2034.0,1119.1878385145687,981.3886703021075,1256.9870067270288,BAPC
G20,Both,ASIR,2035.0,1115.6614174966364,960.4626901054014,1270.8601448878806,BAPC
G20,Both,ASIR,2036.0,1111.989417439251,938.7910706180605,1285.1877642604475,BAPC
G20,Both,ASIR,2037.0,1108.1558341884247,916.4010830634782,1299.910585313373,BAPC
G20,Both,ASIR,2038.0,1104.1243688481063,893.2892687990034,1314.959468897204,BAPC
G20,Both,ASIR,2039.0,1099.900790830712,869.4770256785929,1330.3245559828172,BAPC
G20,Both,ASIR,2040.0,1095.540077256209,845.0542105773094,1346.0259439351091,BAPC
G20,Both,ASIR,2041.0,1091.0636382336804,820.0746430765075,1362.0526333908517,BAPC
G20,Both,ASIR,2042.0,1086.4572142426223,794.5561223268046,1378.358306158443,BAPC
G20,Both,ASIR,2043.0,1081.6896686843393,768.4946299201399,1394.8847074485398,BAPC
G20,Both,ASIR,2044.0,1076.7696726571953,741.909121603456,1411.6302237109294,BAPC
G20,Both,ASIR,2045.0,1071.7474862569215,714.8706150533733,1428.6243574604678,BAPC
G20,Both,ASIR,2046.0,1066.6380426539179,687.4181537221591,1445.8579315856766,BAPC
G20,Both,ASIR,2047.0,1061.4269457080247,659.564948475075,1463.2889429409704,BAPC
G20,Both,ASIR,2048.0,1056.0880469521958,631.3104115127416,1480.865682391646,BAPC
G20,Both,ASIR,2049.0,1050.631153247651,602.6727137102991,1498.5895927850024,BAPC
G20,Both,ASIR,2050.0,1045.10153665558,573.7079822833531,1516.4950910278067,BAPC
G20,Both,ASIR,2051.0,1039.5122458820103,544.4471305484791,1534.5773612155515,BAPC
G20,Both,ASIR,2052.0,1033.851841436578,514.9025591430042,1552.801123730161,BAPC
G20,Both,ASIR,2053.0,1028.1003041957595,485.0778046653195,1571.1228037261997,BAPC
G20,Both,ASPR,1990.0,13557.16733290571,13555.935430843,13558.399234968518,BAPC
G20,Both,ASPR,1991.0,13555.656746719038,13554.4357419719,13556.877751466176,BAPC
G20,Both,ASPR,1992.0,13556.932270032989,13555.721601912435,13558.142938153638,BAPC
G20,Both,ASPR,1993.0,13558.379745461978,13557.179012662906,13559.580478260954,BAPC
G20,Both,ASPR,1994.0,13559.393348312666,13558.202285181822,13560.584411443415,BAPC
G20,Both,ASPR,1995.0,13560.323728598283,13559.141640043386,13561.505817153085,BAPC
G20,Both,ASPR,1996.0,13552.133022861082,13550.960059320341,13553.305986401825,BAPC
G20,Both,ASPR,1997.0,13530.922630118097,13529.759403988262,13532.085856247932,BAPC
G20,Both,ASPR,1998.0,13504.90290559748,13503.749481355742,13506.05632983922,BAPC
G20,Both,ASPR,1999.0,13484.346111508237,13483.202178369056,13485.49004464742,BAPC
G20,Both,ASPR,2000.0,13479.858017988212,13478.722449915367,13480.993586061057,BAPC
G20,Both,ASPR,2001.0,13505.403897280032,13504.275324074548,13506.532470485517,BAPC
G20,Both,ASPR,2002.0,13556.555396271391,13555.432637034593,13557.678155508094,BAPC
G20,Both,ASPR,2003.0,13617.212303341554,13616.09474627018,13618.329860412829,BAPC
G20,Both,ASPR,2004.0,13672.171087552324,13671.05871703006,13673.28345807459,BAPC
G20,Both,ASPR,2005.0,13705.021136988089,13703.914480819765,13706.127793156413,BAPC
G20,Both,ASPR,2006.0,13723.60794296395,13722.50717883403,13724.708707093872,BAPC
G20,Both,ASPR,2007.0,13744.430127668322,13743.334797636211,13745.525457700433,BAPC
G20,Both,ASPR,2008.0,13765.309319811538,13764.219061010413,13766.399578612762,BAPC
G20,Both,ASPR,2009.0,13784.435255668408,13783.349657492307,13785.520853844511,BAPC
G20,Both,ASPR,2010.0,13799.172879786374,13798.091708766055,13800.254050806692,BAPC
G20,Both,ASPR,2011.0,13810.188450507268,13809.111485582614,13811.265415431824,BAPC
G20,Both,ASPR,2012.0,13818.960608287642,13817.887663024934,13820.033553550347,BAPC
G20,Both,ASPR,2013.0,13825.610703297014,13824.54155486146,13826.679851732664,BAPC
G20,Both,ASPR,2014.0,13831.144479316434,13830.078799212608,13832.210159420163,BAPC
G20,Both,ASPR,2015.0,13836.07358067571,13835.01107474397,13837.136086607448,BAPC
G20,Both,ASPR,2016.0,13857.869275346493,13856.809071930285,13858.929478762799,BAPC
G20,Both,ASPR,2017.0,13902.762420808493,13901.703478215266,13903.821363401816,BAPC
G20,Both,ASPR,2018.0,13954.999121793831,13953.94099035024,13956.057253237419,BAPC
G20,Both,ASPR,2019.0,13998.811715894177,13997.754446519628,13999.868985268726,BAPC
G20,Both,ASPR,2020.0,14019.07136732724,14018.015508880802,14020.127225773776,BAPC
G20,Both,ASPR,2021.0,14026.027082609986,14024.97286776887,14027.0812974511,BAPC
G20,Both,ASPR,2022.0,14032.907212678738,14031.854720793262,14033.959704564213,BAPC
G20,Both,ASPR,2023.0,14008.403922701773,14007.354447264224,14009.453398139223,BAPC
G20,Both,ASPR,2024.0,13980.894768369206,13864.319241673202,14097.470295065112,BAPC
G20,Both,ASPR,2025.0,13961.464494936587,13758.387303670608,14164.541686202563,BAPC
G20,Both,ASPR,2026.0,13941.219986826096,13629.480190372946,14252.959783279248,BAPC
G20,Both,ASPR,2027.0,13920.058615962334,13483.099428230084,14357.017803694489,BAPC
G20,Both,ASPR,2028.0,13896.868514447586,13320.58525175991,14473.151777135163,BAPC
G20,Both,ASPR,2029.0,13871.269010477454,13142.68864587348,14599.849375081332,BAPC
G20,Both,ASPR,2030.0,13843.345928625095,12951.199653760343,14735.492203489943,BAPC
G20,Both,ASPR,2031.0,13814.241214985444,12748.408634193305,14880.073795777678,BAPC
G20,Both,ASPR,2032.0,13783.89318457185,12535.121289053535,15032.665080090164,BAPC
G20,Both,ASPR,2033.0,13751.429211993523,12311.034175849067,15191.824248137886,BAPC
G20,Both,ASPR,2034.0,13716.677557883708,12076.148492865797,15357.206622901713,BAPC
G20,Both,ASPR,2035.0,13679.682901691822,11831.337743912161,15528.028059471484,BAPC
G20,Both,ASPR,2036.0,13641.311659165533,11578.031476873599,15704.591841457366,BAPC
G20,Both,ASPR,2037.0,13601.499238905368,11316.682807967789,15886.315669842947,BAPC
G20,Both,ASPR,2038.0,13559.603129913346,11047.040285411424,16072.165974415271,BAPC
G20,Both,ASPR,2039.0,13515.665292856813,10769.193487322096,16262.137098391528,BAPC
G20,Both,ASPR,2040.0,13469.76435792405,10483.784750889394,16455.743964958707,BAPC
G20,Both,ASPR,2041.0,13422.520800850065,10191.789346988744,16653.252254711388,BAPC
G20,Both,ASPR,2042.0,13373.83475333271,9893.50743332301,16854.162073342504,BAPC
G20,Both,ASPR,2043.0,13323.218121390824,9588.793214085108,17057.643028696428,BAPC
G20,Both,ASPR,2044.0,13270.844691269505,9277.817548216568,17263.871834322366,BAPC
G20,Both,ASPR,2045.0,13216.821719400807,8961.10545877379,17472.537980027762,BAPC
G20,Both,ASPR,2046.0,13161.564753636081,8639.327561110229,17683.801946161853,BAPC
G20,Both,ASPR,2047.0,13104.951889176027,8312.70594483647,17897.197833515635,BAPC
G20,Both,ASPR,2048.0,13046.62385036911,7981.194554346132,18112.053146392187,BAPC
G20,Both,ASPR,2049.0,12986.843233046948,7645.009175933997,18328.677290159994,BAPC
G20,Both,ASPR,2050.0,12925.764171478813,7304.606772205269,18546.921570752347,BAPC
G20,Both,ASPR,2051.0,12863.66311213177,6960.460780627465,18766.865443636052,BAPC
G20,Both,ASPR,2052.0,12800.407751137142,6612.749136444631,18988.066365829756,BAPC
G20,Both,ASPR,2053.0,12735.734289998874,6261.495091161083,19209.973488836647,BAPC
G20,Female,ASDR,1990.0,663.7810914174289,663.3922259852094,664.1699568496484,BAPC
G20,Female,ASDR,1991.0,664.0395339996865,663.6556891935597,664.4233788058131,BAPC
G20,Female,ASDR,1992.0,664.2269969179397,663.8462526437099,664.6077411921684,BAPC
G20,Female,ASDR,1993.0,664.3910342921771,664.0133384547747,664.7687301295794,BAPC
G20,Female,ASDR,1994.0,664.4128619765909,664.0381634426118,664.7875605105701,BAPC
G20,Female,ASDR,1995.0,664.4377336993549,664.0658283242403,664.8096390744695,BAPC
G20,Female,ASDR,1996.0,664.0471054334685,663.6781093503583,664.4161015165786,BAPC
G20,Female,ASDR,1997.0,663.19548260409,662.829660616989,663.5613045911911,BAPC
G20,Female,ASDR,1998.0,661.9460572682312,661.5834829235597,662.3086316129038,BAPC
G20,Female,ASDR,1999.0,661.0627973505608,660.7033955628318,661.4221991382899,BAPC
G20,Female,ASDR,2000.0,660.8249449200229,660.4683483481401,661.1815414919056,BAPC
G20,Female,ASDR,2001.0,661.8418764904343,661.4877423881633,662.1960105927045,BAPC
G20,Female,ASDR,2002.0,664.4838312916328,664.131696901683,664.8359656815835,BAPC
G20,Female,ASDR,2003.0,667.5490410026364,667.198732116639,667.8993498886329,BAPC
G20,Female,ASDR,2004.0,670.2370495173108,669.8885745516083,670.5855244830134,BAPC
G20,Female,ASDR,2005.0,671.7851762751358,671.4386978004508,672.1316547498209,BAPC
G20,Female,ASDR,2006.0,672.4725688807479,672.1281618540169,672.8169759074779,BAPC
G20,Female,ASDR,2007.0,673.1971085073338,672.8546157000151,673.5396013146517,BAPC
G20,Female,ASDR,2008.0,673.8774466328447,673.5367413523408,674.2181519133487,BAPC
G20,Female,ASDR,2009.0,674.5598314609878,674.2207265542702,674.8989363677046,BAPC
G20,Female,ASDR,2010.0,674.9770072979851,674.6394232730772,675.3145913228917,BAPC
G20,Female,ASDR,2011.0,675.223309750115,674.8871643829547,675.5594551172754,BAPC
G20,Female,ASDR,2012.0,675.044012823977,674.7093279013603,675.3786977465948,BAPC
G20,Female,ASDR,2013.0,674.6700056255698,674.3367402683452,675.0032709827944,BAPC
G20,Female,ASDR,2014.0,674.5406176877916,674.2085568188003,674.872678556784,BAPC
G20,Female,ASDR,2015.0,674.4371393858722,674.1061583342672,674.7681204374771,BAPC
G20,Female,ASDR,2016.0,675.2104676974612,674.880259148646,675.5406762462774,BAPC
G20,Female,ASDR,2017.0,676.7615414441357,676.4318632937183,677.091219594553,BAPC
G20,Female,ASDR,2018.0,678.5682064466209,678.2389384594547,678.8974744337872,BAPC
G20,Female,ASDR,2019.0,680.1825295044754,679.8536200029089,680.5114390060429,BAPC
G20,Female,ASDR,2020.0,678.9015115570069,678.5735765507675,679.2294465632455,BAPC
G20,Female,ASDR,2021.0,678.2082941009913,677.8811007227338,678.5354874792499,BAPC
G20,Female,ASDR,2022.0,678.3242606114858,677.9976395684786,678.650881654492,BAPC
G20,Female,ASDR,2023.0,677.3082518800264,676.9816618428753,677.6348419171777,BAPC
G20,Female,ASDR,2024.0,676.3959317869788,670.4148750686521,682.3769885053056,BAPC
G20,Female,ASDR,2025.0,675.4793883472407,665.1218565011116,685.8369201933699,BAPC
G20,Female,ASDR,2026.0,674.5548595048884,658.714813229601,690.3949057801768,BAPC
G20,Female,ASDR,2027.0,673.6156236051378,651.4631498193302,695.7680973909444,BAPC
G20,Female,ASDR,2028.0,672.5986102350672,643.4227425110321,701.7744779591022,BAPC
G20,Female,ASDR,2029.0,671.474833063623,634.617861103914,708.3318050233329,BAPC
G20,Female,ASDR,2030.0,670.2253685971042,625.120162644394,715.3305745498144,BAPC
G20,Female,ASDR,2031.0,668.9425350879285,615.0784728628436,722.8065973130143,BAPC
G20,Female,ASDR,2032.0,667.6152703944973,604.5245734167337,730.7059673722608,BAPC
G20,Female,ASDR,2033.0,666.186944682675,593.4290863761721,738.9448029891769,BAPC
G20,Female,ASDR,2034.0,664.6372709790676,581.779035350701,747.4955066074341,BAPC
G20,Female,ASDR,2035.0,662.9481111525322,569.6037540524359,756.2924682526284,BAPC
G20,Female,ASDR,2036.0,661.2036214005695,557.0117312203373,765.3955115808026,BAPC
G20,Female,ASDR,2037.0,659.4006634170581,544.025165547569,774.7761612865472,BAPC
G20,Female,ASDR,2038.0,657.5043523003133,530.627414125571,784.3812904750544,BAPC
G20,Female,ASDR,2039.0,655.5137715914132,516.817927458031,794.2096157247951,BAPC
G20,Female,ASDR,2040.0,653.4196768671391,502.6203821548794,804.2189715793979,BAPC
G20,Female,ASDR,2041.0,651.2873008210634,488.11054029885486,814.4640613432719,BAPC
G20,Female,ASDR,2042.0,649.1086711807649,473.2998232791573,824.9175190823714,BAPC
G20,Female,ASDR,2043.0,646.8525273758263,458.1737602235937,835.531294528059,BAPC
G20,Female,ASDR,2044.0,644.5195264728777,442.7323560567483,846.3066968890072,BAPC
G20,Female,ASDR,2045.0,642.0967086676801,426.9905332695075,857.2028840658527,BAPC
G20,Female,ASDR,2046.0,639.626293236831,410.99696129434176,868.2556251793203,BAPC
G20,Female,ASDR,2047.0,637.0967721192449,394.75881625332926,879.4347279851605,BAPC
G20,Female,ASDR,2048.0,634.4859473506136,378.2701801210185,890.7017145802089,BAPC
G20,Female,ASDR,2049.0,631.802014560118,361.5369916966348,902.0670374236012,BAPC
G20,Female,ASDR,2050.0,629.032295942776,344.571956250833,913.4926356347182,BAPC
G20,Female,ASDR,2051.0,626.2056602145217,327.40879646258594,925.0025239664573,BAPC
G20,Female,ASDR,2052.0,623.3098510252164,310.05427204732405,936.5654300031078,BAPC
G20,Female,ASDR,2053.0,620.3302156528438,292.5091916605226,948.1512396451641,BAPC
G20,Female,ASIR,1990.0,1414.2818924258331,1413.7250663262028,1414.8387185254537,BAPC
G20,Female,ASIR,1991.0,1413.8956255688024,1413.3436581776252,1414.4475929599896,BAPC
G20,Female,ASIR,1992.0,1413.4464985427867,1412.8982975817548,1413.994699503818,BAPC
G20,Female,ASIR,1993.0,1412.9182444585545,1412.3737604537155,1413.4627284633937,BAPC
G20,Female,ASIR,1994.0,1412.383966411525,1411.8430664605644,1412.924866362486,BAPC
G20,Female,ASIR,1995.0,1411.7922886999313,1411.2547772554562,1412.329800144406,BAPC
G20,Female,ASIR,1996.0,1410.9372141386073,1410.402950509025,1411.4714777681795,BAPC
G20,Female,ASIR,1997.0,1409.7500652606705,1409.2189690677317,1410.2811614535988,BAPC
G20,Female,ASIR,1998.0,1408.8854448213272,1408.3572281946228,1409.4136614480312,BAPC
G20,Female,ASIR,1999.0,1408.954569236557,1408.4287732791174,1409.4803651939867,BAPC
G20,Female,ASIR,2000.0,1410.3947342210322,1409.8707789092373,1410.918689532817,BAPC
G20,Female,ASIR,2001.0,1414.5149261228248,1413.9921140344507,1415.0377382111892,BAPC
G20,Female,ASIR,2002.0,1421.0983737685003,1420.5760443802817,1421.620703156709,BAPC
G20,Female,ASIR,2003.0,1428.60458816804,1428.082383869117,1429.1267924669532,BAPC
G20,Female,ASIR,2004.0,1435.5617439184741,1435.0395637097206,1436.0839241272377,BAPC
G20,Female,ASIR,2005.0,1440.2160022964845,1439.69414384873,1440.737860744229,BAPC
G20,Female,ASIR,2006.0,1442.972044950376,1442.4507811729163,1443.4933087278453,BAPC
G20,Female,ASIR,2007.0,1445.2936104199537,1444.7729367462846,1445.8142840936325,BAPC
G20,Female,ASIR,2008.0,1447.2086108319363,1446.688546907624,1447.7286747562487,BAPC
G20,Female,ASIR,2009.0,1448.7778641548277,1448.258394536582,1449.297333773073,BAPC
G20,Female,ASIR,2010.0,1449.9002917860596,1449.381518054444,1450.4190655176849,BAPC
G20,Female,ASIR,2011.0,1450.0092588436237,1449.4914346582923,1450.527083028955,BAPC
G20,Female,ASIR,2012.0,1448.9513689959513,1448.4347635964139,1449.4679743954891,BAPC
G20,Female,ASIR,2013.0,1447.4016898096531,1446.8863874033482,1447.916992215958,BAPC
G20,Female,ASIR,2014.0,1446.0946929685065,1445.5805628188994,1446.6088231181132,BAPC
G20,Female,ASIR,2015.0,1445.7589303963275,1445.2456553170587,1446.2722054755864,BAPC
G20,Female,ASIR,2016.0,1447.1278958473058,1446.61508006645,1447.6407116281516,BAPC
G20,Female,ASIR,2017.0,1449.6549862344013,1449.1424577936348,1450.167514675158,BAPC
G20,Female,ASIR,2018.0,1452.332547447278,1451.82031700263,1452.8447778919265,BAPC
G20,Female,ASIR,2019.0,1454.2964856404521,1453.784606151169,1454.8083651297252,BAPC
G20,Female,ASIR,2020.0,1454.603083767505,1454.0917903553898,1455.11437717963,BAPC
G20,Female,ASIR,2021.0,1453.9774413395946,1453.4668831666338,1454.4879995125555,BAPC
G20,Female,ASIR,2022.0,1453.6487048408894,1453.1387458637178,1454.158663818061,BAPC
G20,Female,ASIR,2023.0,1452.11237261223,1451.6026454166538,1452.622099807816,BAPC
G20,Female,ASIR,2024.0,1445.6540842804322,1430.9245297676991,1460.3836387931751,BAPC
G20,Female,ASIR,2025.0,1443.411927831138,1419.3996004952758,1467.4242551670102,BAPC
G20,Female,ASIR,2026.0,1441.0239923821002,1405.144688273063,1476.9032964911278,BAPC
G20,Female,ASIR,2027.0,1438.47196293899,1388.8189417811504,1488.1249840968196,BAPC
G20,Female,ASIR,2028.0,1435.6795450017935,1370.6451190741325,1500.7139709294643,BAPC
G20,Female,ASIR,2029.0,1432.609383296637,1350.7387298220249,1514.4800367712587,BAPC
G20,Female,ASIR,2030.0,1429.305144520121,1329.331264609795,1529.2790244304472,BAPC
G20,Female,ASIR,2031.0,1425.8088837370403,1306.5945637628063,1545.0232037112744,BAPC
G20,Female,ASIR,2032.0,1422.1024570902714,1282.6046732688849,1561.600240911658,BAPC
G20,Female,ASIR,2033.0,1418.1366469397149,1257.37529287029,1578.8980010091402,BAPC
G20,Female,ASIR,2034.0,1413.8998038708437,1230.9327069092417,1596.8669008324457,BAPC
G20,Female,ASIR,2035.0,1409.4394137873776,1203.4072492647997,1615.4715783099555,BAPC
G20,Female,ASIR,2036.0,1404.7871436595372,1174.897177064742,1634.6771102543323,BAPC
G20,Female,ASIR,2037.0,1399.9231206400166,1145.4398869572103,1654.4063543228133,BAPC
G20,Female,ASIR,2038.0,1394.808185331792,1115.0388175549392,1674.5775531086445,BAPC
G20,Female,ASIR,2039.0,1389.4474830689592,1083.7212574561445,1695.1737086817834,BAPC
G20,Female,ASIR,2040.0,1383.903160576525,1051.5974653382946,1716.2088558147552,BAPC
G20,Female,ASIR,2041.0,1378.203319119633,1018.7387057202982,1737.6679325189675,BAPC
G20,Female,ASIR,2042.0,1372.330358504583,985.1700220452543,1759.4906949639148,BAPC
G20,Female,ASIR,2043.0,1366.2505819439323,950.8925460727002,1781.6086178151604,BAPC
G20,Female,ASIR,2044.0,1359.973363820132,915.930617475494,1804.0161101647666,BAPC
G20,Female,ASIR,2045.0,1353.5593638957848,880.3736399761495,1826.7450878154261,BAPC
G20,Female,ASIR,2046.0,1347.0282097807922,844.2732969943148,1849.783122567257,BAPC
G20,Female,ASIR,2047.0,1340.3624953622539,807.6486852455515,1873.076305478953,BAPC
G20,Female,ASIR,2048.0,1333.5333391490576,770.5034805645,1896.563197733616,BAPC
G20,Female,ASIR,2049.0,1326.5514466882644,732.8606830414566,1920.2422103350752,BAPC
G20,Female,ASIR,2050.0,1319.4742003394642,694.7921923277091,1944.1562083512242,BAPC
G20,Female,ASIR,2051.0,1312.3192047073214,656.3388840590338,1968.299525355616,BAPC
G20,Female,ASIR,2052.0,1305.0728919451515,617.5183021917805,1992.62748169853,BAPC
G20,Female,ASIR,2053.0,1297.7124701368487,578.3375915815436,2017.0873486921564,BAPC
G20,Female,ASPR,1990.0,17383.682881071538,17381.697150494834,17385.668611648245,BAPC
G20,Female,ASPR,1991.0,17386.72241826422,17384.75349898418,17388.691337544256,BAPC
G20,Female,ASPR,1992.0,17391.67941777961,17389.726634777835,17393.63220078129,BAPC
G20,Female,ASPR,1993.0,17394.567220157332,17392.630223259875,17396.504217054884,BAPC
G20,Female,ASPR,1994.0,17394.32786765652,17392.406567547594,17396.24916776544,BAPC
G20,Female,ASPR,1995.0,17391.499605117446,17389.59312139426,17393.406088840627,BAPC
G20,Female,ASPR,1996.0,17378.991396941,17377.10005887377,17380.88273500813,BAPC
G20,Female,ASPR,1997.0,17354.71937062824,17352.843985319178,17356.5947559374,BAPC
G20,Female,ASPR,1998.0,17325.790748079922,17323.93137471625,17327.650121443592,BAPC
G20,Female,ASPR,1999.0,17302.009841885712,17300.166041297285,17303.85364247405,BAPC
G20,Female,ASPR,2000.0,17293.47163448188,17291.6418406714,17295.301428292365,BAPC
G20,Female,ASPR,2001.0,17319.087137712464,17317.269311080134,17320.904964344798,BAPC
G20,Female,ASPR,2002.0,17376.463260724744,17374.655512774792,17378.271008674597,BAPC
G20,Female,ASPR,2003.0,17445.573626735095,17443.77496011362,17447.372293356475,BAPC
G20,Female,ASPR,2004.0,17508.194293487704,17506.404490268986,17509.98409670652,BAPC
G20,Female,ASPR,2005.0,17543.572859828986,17541.792594010647,17545.353125647325,BAPC
G20,Female,ASPR,2006.0,17561.08537544075,17559.314856690908,17562.855894190598,BAPC
G20,Female,ASPR,2007.0,17580.94638786719,17579.18485403196,17582.707921702327,BAPC
G20,Female,ASPR,2008.0,17600.96731728365,17599.214128985142,17602.720505582158,BAPC
G20,Female,ASPR,2009.0,17619.477507251755,17617.73186537983,17621.223149123784,BAPC
G20,Female,ASPR,2010.0,17633.38512861902,17631.646514381802,17635.123742856133,BAPC
G20,Female,ASPR,2011.0,17640.866848515383,17639.134921237714,17642.598775793056,BAPC
G20,Female,ASPR,2012.0,17642.131765265793,17640.406306259956,17643.857224271535,BAPC
G20,Female,ASPR,2013.0,17639.97400950012,17638.254592375055,17641.69342662519,BAPC
G20,Female,ASPR,2014.0,17638.440410614774,17636.726277363778,17640.154543865665,BAPC
G20,Female,ASPR,2015.0,17640.519282686637,17638.80965290639,17642.22891246688,BAPC
G20,Female,ASPR,2016.0,17661.261653939473,17659.555233136987,17662.96807474186,BAPC
G20,Female,ASPR,2017.0,17702.929290617394,17701.224805550963,17704.63377568383,BAPC
G20,Female,ASPR,2018.0,17750.963474594195,17749.260353102945,17752.666596085448,BAPC
G20,Female,ASPR,2019.0,17790.84619216736,17789.144402405185,17792.54798192953,BAPC
G20,Female,ASPR,2020.0,17808.583166564724,17806.883337028517,17810.282996100836,BAPC
G20,Female,ASPR,2021.0,17812.131967614194,17810.434502650383,17813.829432577906,BAPC
G20,Female,ASPR,2022.0,17816.985844355804,17815.29077367775,17818.68091503376,BAPC
G20,Female,ASPR,2023.0,17787.71879376017,17786.027792815352,17789.40979470499,BAPC
G20,Female,ASPR,2024.0,17751.669681381933,17601.506995624048,17901.832367139912,BAPC
G20,Female,ASPR,2025.0,17726.352736410125,17470.255851718583,17982.449621101674,BAPC
G20,Female,ASPR,2026.0,17700.41723838762,17310.880607313415,18089.95386946192,BAPC
G20,Female,ASPR,2027.0,17673.544735511012,17130.1494587121,18216.940012309828,BAPC
G20,Female,ASPR,2028.0,17644.109249900557,16929.459676566683,18358.758823234435,BAPC
G20,Female,ASPR,2029.0,17611.45155849723,16709.481296288966,18513.42182070549,BAPC
G20,Female,ASPR,2030.0,17575.87016640298,16472.73980195593,18679.000530849935,BAPC
G20,Female,ASPR,2031.0,17539.147416426036,16222.46360611509,18855.83122673698,BAPC
G20,Female,ASPR,2032.0,17501.056325571182,15959.490137538092,19042.62251360427,BAPC
G20,Female,ASPR,2033.0,17460.30863333048,15683.170681110361,19237.446585550693,BAPC
G20,Female,ASPR,2034.0,17416.488507901944,15393.227653578158,19439.749362225728,BAPC
G20,Female,ASPR,2035.0,17369.84200661443,15090.981983692025,19648.702029536744,BAPC
G20,Female,ASPR,2036.0,17321.704904374514,14778.463483411773,19864.94632533735,BAPC
G20,Female,ASPR,2037.0,17271.871715962414,14456.107525772693,20087.635906152038,BAPC
G20,Female,ASPR,2038.0,17219.384720552393,14123.399071076567,20315.37037002822,BAPC
G20,Female,ASPR,2039.0,17164.117252348406,13780.225501555211,20548.00900314169,BAPC
G20,Female,ASPR,2040.0,17106.376285134767,13427.60227521327,20785.150295056264,BAPC
G20,Female,ASPR,2041.0,17047.113358098042,13066.904386626282,21027.322329569895,BAPC
G20,Female,ASPR,2042.0,16986.103374482343,12698.407921544274,21273.79882742041,BAPC
G20,Female,ASPR,2043.0,16922.61215620664,12321.77708804324,21523.44722437004,BAPC
G20,Female,ASPR,2044.0,16856.693253853977,11937.04378050975,21776.3427271983,BAPC
G20,Female,ASPR,2045.0,16788.70170941933,11545.056230741595,22032.34718809716,BAPC
G20,Female,ASPR,2046.0,16719.27676701008,11146.747222043317,22291.806311976845,BAPC
G20,Female,ASPR,2047.0,16648.18654105244,10742.318847127774,22554.054234977106,BAPC
G20,Female,ASPR,2048.0,16574.879321784203,10331.593275969866,22818.165367598544,BAPC
G20,Female,ASPR,2049.0,16499.534570452146,9914.6969804305,23084.37216047379,BAPC
G20,Female,ASPR,2050.0,16422.57408812969,9492.368855375347,23352.779320883994,BAPC
G20,Female,ASPR,2051.0,16344.432454422596,9065.259171024032,23623.60573782119,BAPC
G20,Female,ASPR,2052.0,16264.883934070926,8633.533088777953,23896.234779363826,BAPC
G20,Female,ASPR,2053.0,16183.510777589041,8197.12400097523,24169.897554202926,BAPC
G20,Male,ASDR,1990.0,282.9673999149022,282.71607838940577,283.21872144039867,BAPC
G20,Male,ASDR,1991.0,282.9181893509021,282.6722255420766,283.16415315972665,BAPC
G20,Male,ASDR,1992.0,282.9645669364061,282.72071489160595,283.2084189812072,BAPC
G20,Male,ASDR,1993.0,283.04013923491135,282.79834299440626,283.2819354754174,BAPC
G20,Male,ASDR,1994.0,283.1024379046557,282.86255166373513,283.34232414557624,BAPC
G20,Male,ASDR,1995.0,283.2657072359412,283.02750618967536,283.503908282208,BAPC
G20,Male,ASDR,1996.0,282.97426109949936,282.73790224212365,283.210619956875,BAPC
G20,Male,ASDR,1997.0,282.46795943506544,282.2335967354729,282.70232213465795,BAPC
G20,Male,ASDR,1998.0,281.759122210857,281.5268198358215,281.99142458589256,BAPC
G20,Male,ASDR,1999.0,281.14854976467495,280.91828707491794,281.378812454431,BAPC
G20,Male,ASDR,2000.0,280.9439594557346,280.7154549818966,281.17246392957264,BAPC
G20,Male,ASDR,2001.0,281.54338061876933,281.31631423885864,281.77044699867895,BAPC
G20,Male,ASDR,2002.0,282.62917739758666,282.40335057172496,282.85500422344734,BAPC
G20,Male,ASDR,2003.0,284.0694053301788,283.8446483204101,284.2941623399485,BAPC
G20,Male,ASDR,2004.0,285.32208884792607,285.09845890685455,285.5457187889976,BAPC
G20,Male,ASDR,2005.0,286.0094034889027,285.7870544853953,286.23175249241007,BAPC
G20,Male,ASDR,2006.0,286.43300604884513,286.21197205242305,286.65404004526715,BAPC
G20,Male,ASDR,2007.0,286.874239757126,286.6544317859931,287.09404772825803,BAPC
G20,Male,ASDR,2008.0,287.4444438828258,287.2257350252935,287.663152740359,BAPC
G20,Male,ASDR,2009.0,288.00294590642415,287.78524072115664,288.22065109169165,BAPC
G20,Male,ASDR,2010.0,288.41735694576516,288.20063422405366,288.63407966747764,BAPC
G20,Male,ASDR,2011.0,288.72630860041386,288.5105408491728,288.942076351655,BAPC
