country,sex,measure,model,year,projection,PI_lower,PI_upper
China,Both,ASPR,APC,2033,12003.143393400713,11743.571054245258,12268.45315254055
China,Both,ASPR,APC,2034,12050.181884303343,11789.592320683116,12316.531351983072
China,Both,ASPR,APC,2035,12097.904641183928,11836.283055598416,12365.308941978492
China,Both,ASPR,APC,2036,12146.31832609315,11883.649776972574,12414.792731831174
China,Both,ASPR,APC,2037,12195.429713432954,11931.699112708633,12464.989645680085
China,Both,ASPR,APC,2038,12245.245691529102,11980.437802169801,12515.906724106108
China,Both,ASPR,APC,2039,12295.773264232084,12029.872697745759,12567.551125768337
China,Both,ASPR,APC,2040,12347.01955254948,12080.010766449708,12619.930129072523
China,Both,ASPR,APC,2041,12398.991796308244,12130.859091544713,12673.051133870098
China,Both,ASPR,APC,2042,12451.697355850245,12182.424874202574,12726.921663191191
China,Both,ASPR,APC,2043,12505.143713758443,12234.715435192677,12781.549365008963
China,Both,ASPR,APC,2044,12559.338476614983,12287.738216602056,12836.942014036555
China,Both,ASPR,APC,2045,12614.28937679494,12341.500783590374,12893.107513560486
China,Both,ASPR,APC,2046,12670.004274292101,12396.010826176187,12950.05389730679
China,Both,ASPR,APC,2047,12726.491158579634,12451.276161057405,13007.78933134281
China,Both,ASPR,APC,2048,12783.7581505036,12507.30473346384,13066.322116012563
China,Both,ASPR,APC,2049,12841.813504217487,12564.104619049913,13125.660687914036
China,Both,ASPR,APC,2050,12900.665609147054,12621.684025816998,13185.813621907457
China,Both,ASPR,APC,2051,12960.322991994944,12680.051296074695,13246.789633164219
China,Both,ASPR,APC,2052,13020.794318783464,12739.214908439428,13308.597579254807
China,Both,ASPR,APC,2053,13082.088396933754,12799.183479868652,13371.246462273935
China,Both,ASIR,ARIMA,2024,935.3937505058211,932.4535635376154,938.3339374740268
China,Both,ASIR,ARIMA,2025,914.4243560427783,903.2762640695038,925.5724480160528
China,Both,ASIR,ARIMA,2026,893.4549615797355,870.0936321505129,916.816291008958
China,Both,ASIR,ARIMA,2027,872.4855671166927,834.2205782538158,910.7505559795695
China,Both,ASIR,ARIMA,2028,851.5161726536498,796.1013521299784,906.9309931773213
China,Both,ASIR,ARIMA,2029,830.546778190607,756.003636354591,905.0899200266231
China,Both,ASIR,ARIMA,2030,809.5773837275642,714.1153925734038,905.0393748817246
China,Both,ASIR,ARIMA,2031,788.6079892645214,670.5788106103921,906.6371679186507
China,Both,ASIR,ARIMA,2032,767.6385948014786,625.5065605170205,909.7706290859367
China,Both,ASIR,ARIMA,2033,746.6692003384358,578.9908605851247,914.3475400917469
China,Both,ASIR,ARIMA,2034,725.6998058753929,531.109035871691,920.2905758790948
China,Both,ASIR,ARIMA,2035,704.7304114123501,481.9271551220558,927.5336677026444
China,Both,ASIR,ARIMA,2036,683.7610169493073,431.50252898447866,936.019504914136
China,Both,ASIR,ARIMA,2037,662.7916224862645,379.8854925067914,945.6977524657375
China,Both,ASIR,ARIMA,2038,641.8222280232217,327.12071658477754,956.5237394616659
China,Both,ASIR,ARIMA,2039,620.8528335601789,273.2481976382202,968.4574694821375
China,Both,ASIR,ARIMA,2040,599.883439097136,218.3040206041424,981.4628575901297
China,Both,ASIR,ARIMA,2041,578.9140446340932,162.32095802585127,995.5071312423352
China,Both,ASIR,ARIMA,2042,557.9446501710504,105.3289479572071,1010.5603523848937
China,Both,ASIR,ARIMA,2043,536.9752557080076,47.35548051628217,1026.595030899733
China,Both,ASIR,ARIMA,2044,516.0058612449648,-11.574085600703256,1043.5858080906328
China,Both,ASIR,ARIMA,2045,495.03646678192194,-71.43626111790968,1061.5091946817536
China,Both,ASIR,ARIMA,2046,474.0670723188791,-132.2092071772695,1080.3433518150277
China,Both,ASIR,ARIMA,2047,453.0976778558363,-193.87255066246576,1100.0679063741384
China,Both,ASIR,ARIMA,2048,432.1282833927935,-256.4072272247579,1120.6637940103449
China,Both,ASIR,ARIMA,2049,411.1588889297507,-319.7953468852123,1142.1131247447138
China,Both,ASIR,ARIMA,2050,390.18949446670786,-384.0200782017763,1164.3990671351921
China,Both,ASIR,ARIMA,2051,369.22010000366504,-449.0655478281376,1187.5057478354677
China,Both,ASIR,ARIMA,2052,348.2507055406222,-514.9167529301689,1211.4181640114134
China,Both,ASIR,ARIMA,2053,327.2813110775794,-581.5594844178981,1236.122106573057
China,Both,ASIR,ETS,2024,945.7000524806322,941.1063441022542,950.2937608590101
China,Both,ASIR,ETS,2025,939.0076126282044,932.5111279379153,945.5040973184935
China,Both,ASIR,ETS,2026,932.3151727757765,924.358636469271,940.2717090822821
China,Both,ASIR,ETS,2027,925.6227329233487,916.4353161665927,934.8101496801048
China,Both,ASIR,ETS,2028,918.9302930709209,908.6584488680573,929.2021372737845
China,Both,ASIR,ETS,2029,912.2378532184931,900.985611664319,923.4900947726672
China,Both,ASIR,ETS,2030,905.5454133660653,893.3916034013232,917.6992233308074
China,Both,ASIR,ETS,2031,898.8529735136375,885.8600041330593,911.8459428942157
China,Both,ASIR,ETS,2032,892.1605336612097,878.3794085260756,905.9416587963437
China,Both,ASIR,ETS,2033,885.4680938087819,870.9415124265088,899.994675191055
China,Both,ASIR,ETS,2034,878.7756539563541,863.5400468689622,894.0112610437459
China,Both,ASIR,ETS,2035,872.0832141039263,856.1701414909152,887.9962867169373
China,Both,ASIR,ETS,2036,865.3907742514984,848.8279231487279,881.953625354269
China,Both,ASIR,ETS,2037,858.6983343990706,841.5102515124272,875.8864172857141
China,Both,ASIR,ETS,2038,852.0058945466428,834.2145384998513,869.7972505934343
China,Both,ASIR,ETS,2039,845.313454694215,826.938621180703,863.688288207727
China,Both,ASIR,ETS,2040,838.6210148417872,819.6806699844498,857.5613596991246
China,Both,ASIR,ETS,2041,831.9285749893594,812.4391209184921,851.4180290602267
China,Both,ASIR,ETS,2042,825.2361351369316,805.2126245394857,845.2596457343775
China,Both,ASIR,ETS,2043,818.5436952845038,798.0000068787766,839.0873836902309
China,Both,ASIR,ETS,2044,811.851255432076,790.8002390676058,832.9022717965461
China,Both,ASIR,ETS,2045,805.1588155796481,783.612413405671,826.7052177536253
China,Both,ASIR,ETS,2046,798.4663757272203,776.4357242772893,820.4970271771514
China,Both,ASIR,ETS,2047,791.7739358747925,769.2694527664444,814.2784189831407
China,Both,ASIR,ETS,2048,785.0814960223647,762.1129541304746,808.0500379142549
China,Both,ASIR,ETS,2049,778.3890561699369,754.9656475088327,801.8124648310411
China,Both,ASIR,ETS,2050,771.6966163175091,747.8270073979924,795.5662252370258
China,Both,ASIR,ETS,2051,765.0041764650813,740.6965565355972,789.3117963945654
China,Both,ASIR,ETS,2052,758.3117366126535,733.5738599191733,783.0496133061337
China,Both,ASIR,ETS,2053,751.6192967602257,726.4585197458445,776.7800737746069
China,Both,ASIR,APC,2024,966.5969176074043,948.7095399203278,984.8215516064043
China,Both,ASIR,APC,2025,969.4021343252213,951.4628446466913,987.6796590866879
China,Both,ASIR,APC,2026,972.244204378278,954.2523207181968,990.5753147508437
China,Both,ASIR,APC,2027,975.1234039264157,957.0782391842041,993.5087999655494
China,Both,ASIR,APC,2028,978.0400132376585,959.9408751262322,996.480400283123
China,Both,ASIR,APC,2029,980.9943167335515,962.8405077024578,999.4904054877157
China,Both,ASIR,APC,2030,983.9866030352333,965.7774201929354,1002.5391096422533
China,Both,ASIR,APC,2031,987.0171650102551,968.7519000455504,1005.6268111361376
China,Both,ASIR,APC,2032,990.0862998201819,971.7642389227387,1008.7538127337456
China,Both,ASIR,APC,2033,993.1943089689981,974.8147327489969,1011.9204216237475
China,Both,ASIR,APC,2034,996.3414983522546,977.90368175912,1015.1269494691805
China,Both,ASIR,APC,2035,999.5281783070886,981.0313905472954,1018.3737124584118
China,Both,ASIR,APC,2036,1002.7546636629336,984.1981681168744,1021.661031356804
China,Both,ASIR,APC,2037,1006.0212737932499,987.4043279311458,1024.9892315594225
China,Both,ASIR,APC,2038,1009.3283326679054,990.6501879647469,1028.358643144402
China,Both,ASIR,APC,2039,1012.6761689064961,993.9360707559973,1031.769600927274
China,Both,ASIR,APC,2040,1016.0651158325289,997.2623034600798,1035.22244451617
