country,sex,measure,model,year,projection,PI_lower,PI_upper
China,Male,ASIR,APC,2033,744.5304691160883,730.2788350587666,759.0602285462855
China,Male,ASIR,APC,2034,748.564395962526,734.2355453887362,763.1728788151606
China,Male,ASIR,APC,2035,752.6963476237268,738.2884041646078,767.3854668856218
China,Male,ASIR,APC,2036,756.9277038343398,742.4387647104612,771.6993994182981
China,Male,ASIR,APC,2037,761.2598822799366,746.6880175748512,776.1161217653661
China,Male,ASIR,APC,2038,765.6943393863236,751.0375913050102,780.6371187752654
China,Male,ASIR,APC,2039,770.2325711323057,755.488953244055,785.2639156213245
China,Male,ASIR,APC,2040,774.8761138875169,760.0436103527791,789.998078655941
China,Male,ASIR,APC,2041,779.6265452756963,764.7031100564042,794.8412162907053
China,Male,ASIR,APC,2042,784.4854850639108,769.4690411167818,799.7949799029769
China,Male,ASIR,APC,2043,789.4545960787514,774.3430345310522,804.8610647699599
China,Male,ASIR,APC,2044,794.535585149895,779.3267644571441,810.0412110306794
China,Male,ASIR,APC,2045,799.7302040820227,784.4219491670891,815.3372046768668
China,Male,ASIR,APC,2046,805.0402506557293,789.6303520287719,820.7508785734024
China,Male,ASIR,APC,2047,810.4675696583599,794.9537825170349,826.2841135092691
China,Male,ASIR,APC,2048,816.0140539453671,800.3940972547193,831.9388392796225
China,Male,ASIR,APC,2049,821.6816455332439,805.9532010846772,837.7170358000526
China,Male,ASIR,APC,2050,827.4723367249128,811.6330481736184,843.6207342539352
China,Male,ASIR,APC,2051,833.3881712682702,817.4356431484787,849.6520182735859
China,Male,ASIR,APC,2052,839.4312455490292,823.3630422664296,855.8130251563813
China,Male,ASIR,APC,2053,845.6037098188347,829.4173546194846,862.1059471168414
China,Male,ASDR,ARIMA,2024,246.54517528676536,245.4567352713975,247.63361530213322
China,Male,ASDR,ARIMA,2025,244.81010501905737,241.99516326430827,247.62504677380647
China,Male,ASDR,ARIMA,2026,243.6876706277092,238.8310103762618,248.5443308791566
China,Male,ASDR,ARIMA,2027,243.29092994272267,236.43601558820936,250.14584429723598
China,Male,ASDR,ARIMA,2028,243.4904767217832,234.91792460955156,252.06302883401486
China,Male,ASDR,ARIMA,2029,244.0316262269744,234.1125556710601,253.95069678288868
China,Male,ASDR,ARIMA,2030,244.64798380461872,233.72908607480238,255.56688153443505
China,Male,ASDR,ARIMA,2031,245.1405404900949,233.4840975321733,256.79698344801653
China,Male,ASDR,ARIMA,2032,245.41143523681077,233.18365001702918,257.6392204565924
China,Male,ASDR,ARIMA,2033,245.45793319527593,232.74408854828636,258.1717778422655
China,Male,ASDR,ARIMA,2034,245.34155402826923,232.1690429282159,258.51406512832256
China,Male,ASDR,ARIMA,2035,245.1493313355276,231.51010918780725,258.78855348324794
China,Male,ASDR,ARIMA,2036,244.96075681396906,230.8315988044164,259.0899148235217
China,Male,ASDR,ARIMA,2037,244.82784943071414,230.18709437023853,259.46860449118975
China,Male,ASDR,ARIMA,2038,244.7696098320761,229.6077858927894,259.9314337713628
China,Male,ASDR,ARIMA,2039,244.7776402036208,229.10054270092866,260.4547377063129
China,Male,ASDR,ARIMA,2040,244.8276289719158,228.6532465469356,261.00201139689597
China,Male,ASDR,ARIMA,2041,244.89150740399674,228.24403103706584,261.53898377092764
China,Male,ASDR,ARIMA,2042,244.9466229225507,227.8506173515899,262.0426284935115
China,Male,ASDR,ARIMA,2043,244.9803319987004,227.45681341600115,262.5038505813996
China,Male,ASDR,ARIMA,2044,244.99023977509793,227.0550395056021,262.92544004459376
China,Male,ASDR,ARIMA,2045,244.98146689029437,226.645434408705,263.31749937188374
China,Male,ASDR,ARIMA,2046,244.96270395071807,226.23300555723625,263.6924023441999
China,Male,ASDR,ARIMA,2047,244.9425707184655,225.8243593727661,264.06078206416487
China,Male,ASDR,ARIMA,2048,244.92720641284296,225.42510683023096,264.42930599545497
China,Male,ASDR,ARIMA,2049,244.91936182759918,225.03844818526503,264.80027546993335
China,Male,ASDR,ARIMA,2050,244.91874997067822,224.6649339242869,265.1725660170695
China,Male,ASDR,ARIMA,2051,244.9231375975491,224.30307426489682,265.5432009302014
China,Male,ASDR,ARIMA,2052,244.92962305211853,223.9503417255086,265.9089043787285
China,Male,ASDR,ARIMA,2053,244.93567771951183,223.60414911886008,266.26720632016355
China,Male,ASDR,ETS,2024,247.08157674503929,245.57774022207815,248.58541326800042
China,Male,ASDR,ETS,2025,245.69869118527527,243.57194517891165,247.82543719163888
China,Male,ASDR,ETS,2026,244.31580562551125,241.71108436146486,246.92052688955764
China,Male,ASDR,ETS,2027,242.93292006574723,239.92524701982498,245.94059311166947
China,Male,ASDR,ETS,2028,241.5500345059832,238.1873538135952,244.91271519837122
China,Male,ASDR,ETS,2029,240.16714894621919,236.48351680840318,243.8507810840352
China,Male,ASDR,ETS,2030,238.78426338645517,234.80548593420394,242.7630408387064
China,Male,ASDR,ETS,2031,237.40137782669115,233.14788581396388,241.6548698394184
China,Male,ASDR,ETS,2032,236.01849226692713,231.50698269804374,240.5300018358105
China,Male,ASDR,ETS,2033,234.6356067071631,229.88005806605784,239.39115534826837
China,Male,ASDR,ETS,2034,233.2527211473991,228.26505965470434,238.24038264009383
China,Male,ASDR,ETS,2035,231.86983558763507,226.6603930595423,237.07927811572785
China,Male,ASDR,ETS,2036,230.48695002787105,225.06479033441923,235.90910972132286
China,Male,ASDR,ETS,2037,229.10406446810703,223.47722343346908,234.73090550274497
China,Male,ASDR,ETS,2038,227.721178908343,221.8968450994961,233.54551271718992
China,Male,ASDR,ETS,2039,226.338293348579,220.32294725673447,232.3536394404235
China,Male,ASDR,ETS,2040,224.95540778881497,218.75493096098464,231.1558846166453
China,Male,ASDR,ETS,2041,223.57252222905095,217.19228420996006,229.95276024814183
China,Male,ASDR,ETS,2042,222.18963666928693,215.63456523809378,228.74470810048007
China,Male,ASDR,ETS,2043,220.8067511095229,214.08138972474688,227.53211249429893
China,Male,ASDR,ETS,2044,219.4238655497589,212.5324208504503,226.31531024906747
China,Male,ASDR,ETS,2045,218.04097998999487,210.9873614624999,225.09459851748983
China,Male,ASDR,ETS,2046,216.65809443023085,209.44594782750488,223.8702410329568
China,Male,ASDR,ETS,2047,215.27520887046683,207.90794459483482,222.64247314609884
China,Male,ASDR,ETS,2048,213.8923233107028,206.37314069589718,221.41150592550844
China,Male,ASDR,ETS,2049,212.5094377509388,204.84134597510646,220.1775295267711
China,Male,ASDR,ETS,2050,211.12655219117477,203.31238839903557,218.94071598331396
China,Male,ASDR,ETS,2051,209.74366663141075,201.7861117269083,217.7012215359132
China,Male,ASDR,ETS,2052,208.36078107164673,200.26237355251294,216.4591885907805
China,Male,ASDR,ETS,2053,206.9778955118827,198.74104364762326,215.21474737614216
China,Male,ASDR,APC,2024,252.16589121002477,247.2992476044938,257.12830631592493
China,Male,ASDR,APC,2025,253.29024416908797,248.40190125635755,258.27478560651394
China,Male,ASDR,APC,2026,254.4489354946744,249.538230565799,259.45627901413286
China,Male,ASDR,APC,2027,255.6423899887126,250.70865213633581,260.673219700459
China,Male,ASDR,APC,2028,256.87104646963746,251.91359631748216,261.9260551195093
China,Male,ASDR,APC,2029,258.1353580410707,253.15350746824393,263.21524729160797
China,Male,ASDR,APC,2030,259.4357923697831,254.42884422971647,264.5412730868191
China,Male,ASDR,APC,2031,260.7728319735676,255.74007980740183,265.90462451848475
China,Male,ASDR,APC,2032,262.1469745191276,257.08770226334804,267.3058090469752
China,Male,ASDR,APC,2033,263.5587331300956,258.47221481822316,268.74534989376957
China,Male,ASDR,APC,2034,265.0086367058113,259.8941361639412,270.2237863665067
China,Male,ASDR,APC,2035,266.49723025073615,261.3540007867193,271.741674194883
China,Male,ASDR,APC,2036,268.02507521501303,262.8523593010645,273.2995858779132
China,Male,ASDR,APC,2037,269.5927498464992,264.389778795013,274.89811104289186
China,Male,ASDR,APC,2038,271.20084955436175,265.96684318670816,276.5378568161433
China,Male,ASDR,APC,2039,272.8499872848504,267.5841535929215,278.21944820619
China,Male,ASDR,APC,2040,274.54079390935163,269.24232870961714,279.9435284994429
China,Male,ASDR,APC,2041,276.27391862512616,270.94200520495576,281.710759668825
China,Male,ASDR,APC,2042,278.05002936909204,272.68383812509165,283.5218227956977
China,Male,ASDR,APC,2043,279.8698132451492,274.46850131325016,285.3774185055944
China,Male,ASDR,APC,2044,281.73397696515815,276.2966878421961,287.2782674178776
China,Male,ASDR,APC,2045,283.6432473041963,278.1691104607034,289.22511060995396
China,Male,ASDR,APC,2046,285.5983715704216,280.08650205435123,291.21871009638477
China,Male,ASDR,APC,2047,287.6001180898948,282.04961612098896,293.25984932324894
China,Male,ASDR,APC,2048,289.6492767069911,284.05922726149055,295.34933367840233
China,Male,ASDR,APC,2049,291.74665930066357,286.1161316860543,297.48799101790087
China,Male,ASDR,APC,2050,293.893100317057,288.2211477365376,299.6766722090957
China,Male,ASDR,APC,2051,296.0894573191339,290.3751164254753,301.9162516910757
China,Male,ASDR,APC,2052,298.33661155347517,292.57890199194196,304.20762805262166
China,Male,ASDR,APC,2053,300.6354685352447,294.8333924752264,306.55172462868325
China,Female,ASPR,ARIMA,2024,14390.429886802105,14342.53942991708,14438.32034368713
China,Female,ASPR,ARIMA,2025,14109.517241971918,13929.779627404736,14289.2548565391
China,Female,ASPR,ARIMA,2026,13828.604597141732,13453.96348147625,14203.245712807213
China,Female,ASPR,ARIMA,2027,13547.691952311545,12935.4951078891,14159.888796733989
China,Female,ASPR,ARIMA,2028,13266.779307481358,12381.379365928797,14152.17924903392
China,Female,ASPR,ARIMA,2029,12985.866662651171,11795.84959547174,14175.883729830603
China,Female,ASPR,ARIMA,2030,12704.954017820985,11181.882095211358,14228.02594043061
China,Female,ASPR,ARIMA,2031,12424.041372990798,10541.730066542941,14306.352679438654
China,Female,ASPR,ARIMA,2032,12143.128728160611,9877.179842354244,14409.077613966978
China,Female,ASPR,ARIMA,2033,11862.216083330424,9189.694055049156,14534.738111611692
China,Female,ASPR,ARIMA,2034,11581.303438500237,8480.499480789304,14682.107396211171
China,Female,ASPR,ARIMA,2035,11300.39079367005,7750.644557007714,14850.137030332387
China,Female,ASPR,ARIMA,2036,11019.478148839864,7001.038913593629,15037.917384086099
China,Female,ASPR,ARIMA,2037,10738.565504009677,6232.481591536525,15244.64941648283
China,Female,ASPR,ARIMA,2038,10457.65285917949,5445.681812232264,15469.623906126717
China,Female,ASPR,ARIMA,2039,10176.740214349304,4641.274655878189,15712.205772820418
China,Female,ASPR,ARIMA,2040,9895.827569519117,3819.833152052366,15971.821986985868
China,Female,ASPR,ARIMA,2041,9614.91492468893,2981.87777525816,16247.952074119701
China,Female,ASPR,ARIMA,2042,9334.002279858743,2127.8840212513805,16540.120538466108
China,Female,ASPR,ARIMA,2043,9053.089635028557,1258.2885362772786,16847.890733779834
China,Female,ASPR,ARIMA,2044,8772.17699019837,373.4941365600898,17170.85984383665
China,Female,ASPR,ARIMA,2045,8491.264345368183,-526.1260361022123,17508.654726838577
China,Female,ASPR,ARIMA,2046,8210.351700537996,-1440.2250402944064,17860.9284413704
China,Female,ASPR,ARIMA,2047,7929.43905570781,-2368.479205118946,18227.357316534566
China,Female,ASPR,ARIMA,2048,7648.526410877625,-3310.5856395508235,18607.638461306073
China,Female,ASPR,ARIMA,2049,7367.613766047439,-4266.260099794316,19001.487631889195
China,Female,ASPR,ARIMA,2050,7086.701121217253,-5235.235151064318,19408.637393498822
China,Female,ASPR,ARIMA,2051,6805.788476387067,-6217.258573496968,19828.8355262711
China,Female,ASPR,ARIMA,2052,6524.875831556881,-7212.091972015367,20261.84363512913
China,Female,ASPR,ARIMA,2053,6243.963186726695,-8219.509557774192,20707.43593122758
China,Female,ASPR,ETS,2024,14529.330100067878,14449.654754228673,14609.005445907083
China,Female,ASPR,ETS,2025,14438.531022148654,14325.853067476084,14551.208976821224
China,Female,ASPR,ETS,2026,14347.73194422943,14209.730197125307,14485.733691333553
China,Female,ASPR,ETS,2027,14256.932866310206,14097.582174631798,14416.283557988614
China,Female,ASPR,ETS,2028,14166.133788390982,13987.974298963716,14344.293277818248
China,Female,ASPR,ETS,2029,14075.334710471758,13880.170768085924,14270.498652857592
China,Female,ASPR,ETS,2030,13984.535632552534,13773.734481838934,14195.336783266133
China,Female,ASPR,ETS,2031,13893.73655463331,13668.38064528817,14119.092463978448
China,Female,ASPR,ETS,2032,13802.937476714085,13563.911439196472,14041.963514231698
China,Female,ASPR,ETS,2033,13712.138398794861,13460.182832581355,13964.093965008367
China,Female,ASPR,ETS,2034,13621.339320875637,13357.086093685191,13885.592548066083
China,Female,ASPR,ETS,2035,13530.540242956413,13254.536748748165,13806.54373716466
China,Female,ASPR,ETS,2036,13439.741165037189,13152.467620223611,13727.014709850766
China,Female,ASPR,ETS,2037,13348.942087117965,13050.824240814936,13647.059933420993
China,Female,ASPR,ETS,2038,13258.14300919874,12949.561721660186,13566.724296737295
China,Female,ASPR,ETS,2039,13167.343931279516,12848.642547922698,13486.045314636334
China,Female,ASPR,ETS,2040,13076.544853360292,12748.034986707637,13405.054720012948
China,Female,ASPR,ETS,2041,12985.745775441068,12647.71191142336,13323.779639458777
China,Female,ASPR,ETS,2042,12894.946697521844,12547.649916717099,13242.243478326589
China,Female,ASPR,ETS,2043,12804.14761960262,12447.828640748088,13160.466598457151
China,Female,ASPR,ETS,2044,12713.348541683396,12348.230238353457,13078.466845013334
China,Female,ASPR,ETS,2045,12622.549463764171,12248.838965970584,12996.259961557758
China,Female,ASPR,ETS,2046,12531.750385844947,12149.640850638449,12913.859921051446
China,Female,ASPR,ETS,2047,12440.951307925723,12050.623423154057,12831.27919269739
China,Female,ASPR,ETS,2048,12350.152230006499,11951.775500810478,12748.52895920252
China,Female,ASPR,ETS,2049,12259.353152087275,11853.087008900919,12665.619295273631
China,Female,ASPR,ETS,2050,12168.55407416805,11754.54883285568,12582.559315480421
China,Female,ASPR,ETS,2051,12077.754996248827,11656.152694821627,12499.357297676026
China,Female,ASPR,ETS,2052,11986.955918329602,11557.891049920048,12416.020786739156
China,Female,ASPR,ETS,2053,11896.156840410378,11459.756998478802,12332.556682341954
China,Female,ASPR,APC,2024,14845.078600413963,14532.576444959133,15164.30066527603
China,Female,ASPR,APC,2025,14895.938063744017,14582.365271188251,15216.253788218068
China,Female,ASPR,APC,2026,14947.483620432218,14632.82574789791,15268.90775796917
China,Female,ASPR,APC,2027,14999.72118100667,14683.963661194322,15322.268612154841
China,Female,ASPR,APC,2028,15052.656747767012,14735.784887023365,15376.34248214555
China,Female,ASPR,APC,2029,15106.296415925142,14788.29539228728,15431.135594221954
China,Female,ASPR,APC,2030,15160.646374772272,14841.501235987176,15486.654270767074
China,Female,ASPR,APC,2031,15215.712908861124,14895.40857038033,15542.904931473899
China,Female,ASPR,APC,2032,15271.502399214309,14950.023642163134,15599.894094579753
China,Female,ASPR,APC,2033,15328.02132454669,15005.352793667718,15657.628378114943
China,Female,ASPR,APC,2034,15385.27626251548,15061.40246408574,15716.114501179745
China,Female,ASPR,APC,2035,15443.273890986682,15118.179190708164,15775.359285238064
China,Female,ASPR,APC,2036,15502.020989329118,15175.689610192043,15835.369655439295
China,Female,ASPR,APC,2037,15561.524439723942,15233.940459842479,15896.152641956005
China,Female,ASPR,APC,2038,15621.791228501992,15292.938578921809,15957.715381350026
China,Female,ASPR,APC,2039,15682.828447502163,15352.690909979385,16020.065117960048
China,Female,ASPR,APC,2040,15744.64329545445,15413.204500205517,16083.209205314404
China,Female,ASPR,APC,2041,15807.243079383137,15474.486502805097,16147.155107564422
China,Female,ASPR,APC,2042,15870.635216038303,15536.544178399,16211.910400946728
China,Female,ASPR,APC,2043,15934.827233348928,15599.384896446581,16277.482775267588
China,Female,ASPR,APC,2044,15999.826771904463,15663.016136696066,16343.88003541634
China,Female,ASPR,APC,2045,16065.641586455851,15727.445490653961,16411.11010289869
China,Female,ASPR,APC,2046,16132.279547447619,15792.680663084915,16479.181017401756
China,Female,ASPR,APC,2047,16199.748642572951,15858.72947353404,16548.10093838258
China,Female,ASPR,APC,2048,16268.05697835896,15925.599857878817,16617.87814668748
China,Female,ASPR,APC,2049,16337.212781772969,15993.299869901564,16688.521046192876
China,Female,ASPR,APC,2050,16407.22440186127,16061.837682893696,16760.038165479295
China,Female,ASPR,APC,2051,16478.100311415317,16131.221591286843,16832.438159533387
China,Female,ASPR,APC,2052,16549.84910866302,16201.460012308544,16905.729811475583
China,Female,ASPR,APC,2053,16622.479518992077,16272.561487669298,16979.922034320498
China,Female,ASIR,ARIMA,2024,1213.3395587635505,1210.0305058994973,1216.6486116276037
China,Female,ASIR,ARIMA,2025,1192.7935949417795,1180.4997493349824,1205.0874405485765
China,Female,ASIR,ARIMA,2026,1172.2476311200085,1146.7608669465903,1197.7343952934266
China,Female,ASIR,ARIMA,2027,1151.7016672982375,1110.1547452746263,1193.2485893218486
China,Female,ASIR,ARIMA,2028,1131.1557034764664,1071.1495308047026,1191.1618761482302
China,Female,ASIR,ARIMA,2029,1110.6097396546954,1030.0290682169377,1191.1904110924531
China,Female,ASIR,ARIMA,2030,1090.0637758329244,986.9931900401245,1193.1343616257243
China,Female,ASIR,ARIMA,2031,1069.5178120111534,942.1933003421793,1196.8423236801275
China,Female,ASIR,ARIMA,2032,1048.9718481893824,895.7494972360336,1202.1941991427311
China,Female,ASIR,ARIMA,2033,1028.4258843676114,847.7601551615658,1209.091613573657
China,Female,ASIR,ARIMA,2034,1007.8799205458404,798.307810570582,1217.4520305210988
China,Female,ASIR,ARIMA,2035,987.3339567240694,747.4630186853901,1227.2048947627486
China,Female,ASIR,ARIMA,2036,966.7879929022984,695.2870058104088,1238.288979994188
China,Female,ASIR,ARIMA,2037,946.2420290805273,641.833563556782,1250.6504946042728
China,Female,ASIR,ARIMA,2038,925.6960652587563,587.1504435744635,1264.2416869430492
China,Female,ASIR,ARIMA,2039,905.1501014369853,531.2804107649333,1279.0197921090373
China,Female,ASIR,ARIMA,2040,884.6041376152143,474.2620557110408,1294.9462195193878
China,Female,ASIR,ARIMA,2041,864.0581737934433,416.1304328905079,1311.9859146963786
China,Female,ASIR,ARIMA,2042,843.5122099716723,356.91757000511967,1330.106849938225
China,Female,ASIR,ARIMA,2043,822.9662461499013,296.6528801056188,1349.2796121941838
China,Female,ASIR,ARIMA,2044,802.4202823281303,235.36349915509152,1369.477065501169
China,Female,ASIR,ARIMA,2045,781.8743185063593,173.07456553716622,1390.6740714755524
China,Female,ASIR,ARIMA,2046,761.3283546845882,109.80945375434976,1412.8472556148267
China,Female,ASIR,ARIMA,2047,740.7823908628172,45.58997154379358,1435.974810181841
China,Female,ASIR,ARIMA,2048,720.2364270410462,-19.563472538103724,1460.0363266201962
China,Female,ASIR,ARIMA,2049,699.6904632192752,-85.63172560483474,1485.012652043385
China,Female,ASIR,ARIMA,2050,679.1444993975042,-152.5967667299168,1510.8857655249253
China,Female,ASIR,ARIMA,2051,658.5985355757332,-220.44159965739664,1537.638670808863
China,Female,ASIR,ARIMA,2052,638.0525717539622,-289.1501592320334,1565.2553027399576
China,Female,ASIR,ARIMA,2053,617.5066079321912,-358.70722937240737,1593.7204452367896
China,Female,ASIR,ETS,2024,1223.5397498973498,1218.2545086807659,1228.8249911139337
China,Female,ASIR,ETS,2025,1216.8665270666377,1209.3920672577315,1224.3409868755439
China,Female,ASIR,ETS,2026,1210.1933042359256,1201.038997918545,1219.3476105533061
China,Female,ASIR,ETS,2027,1203.5200814052134,1192.9495989720456,1214.0905638383813
China,Female,ASIR,ETS,2028,1196.8468585745013,1185.028699936736,1208.6650172122665
China,Female,ASIR,ETS,2029,1190.1736357437892,1177.227491595632,1203.1197798919463
China,Female,ASIR,ETS,2030,1183.500412913077,1169.5169790350076,1197.4838467911466
China,Female,ASIR,ETS,2031,1176.827190082365,1161.8782704645523,1191.7761097001776
China,Female,ASIR,ETS,2032,1170.1539672516528,1154.298243601901,1186.0096909014046
China,Female,ASIR,ETS,2033,1163.4807444209407,1146.7673441931363,1180.1941446487451
China,Female,ASIR,ETS,2034,1156.8075215902286,1139.278359548298,1174.336683632159
China,Female,ASIR,ETS,2035,1150.1342987595165,1131.8256861247555,1168.4429113942774
China,Female,ASIR,ETS,2036,1143.4610759288043,1124.4048677192154,1162.5172841383933
China,Female,ASIR,ETS,2037,1136.7878530980922,1117.012291259179,1156.5634149370055
China,Female,ASIR,ETS,2038,1130.11463026738,1109.6449790548616,1150.5842814798987
China,Female,ASIR,ETS,2039,1123.441407436668,1102.3004425703323,1144.5823723030037
China,Female,ASIR,ETS,2040,1116.7681846059559,1094.9765768131124,1138.5597923987993
China,Female,ASIR,ETS,2041,1110.0949617752437,1087.671582348525,1132.5183412019626
China,Female,ASIR,ETS,2042,1103.4217389445316,1080.3839065892064,1126.4595712998569
China,Female,ASIR,ETS,2043,1096.7485161138195,1073.1121988382888,1120.3848333893502
China,Female,ASIR,ETS,2044,1090.0752932831074,1065.855275342011,1114.2953112242037
China,Female,ASIR,ETS,2045,1083.4020704523953,1058.6120917556616,1108.192049149129
China,Female,ASIR,ETS,2046,1076.7288476216831,1051.3817211868784,1102.075974056488
China,Female,ASIR,ETS,2047,1070.055624790971,1044.1633364946565,1095.9479130872855
China,Female,ASIR,ETS,2048,1063.382401960259,1036.9561958773393,1089.8086080431785
China,Female,ASIR,ETS,2049,1056.7091791295468,1029.7596310321405,1083.658727226953
China,Female,ASIR,ETS,2050,1050.0359562988347,1022.5730373466931,1077.4988752509762
China,Female,ASIR,ETS,2051,1043.3627334681225,1015.3958657119834,1071.3296012242615
China,Female,ASIR,ETS,2052,1036.6895106374104,1008.2276156406459,1065.1514056341748
China,Female,ASIR,ETS,2053,1030.0162878066983,1001.0678294449077,1058.964746168489
China,Female,ASIR,APC,2024,1246.6494138307646,1224.2559356133704,1269.4525023690771
China,Female,ASIR,APC,2025,1249.894831164881,1227.4430557377248,1272.7572832564047
China,Female,ASIR,APC,2026,1253.1679048864733,1230.657335459757,1276.090226408037
China,Female,ASIR,APC,2027,1256.468807885752,1233.8989445640625,1279.4515078766065
China,Female,ASIR,APC,2028,1259.7977147883562,1237.168054539492,1282.8413054819164
China,Female,ASIR,APC,2029,1263.1548019706074,1240.4648385941312,1286.259798826476
China,Female,ASIR,APC,2030,1266.5402475750273,1243.7894716705398,1289.7071693113016
China,Female,ASIR,APC,2031,1269.9542315259246,1247.1421304610585,1293.1836001517872
China,Female,ASIR,APC,2032,1273.396935545241,1250.5229934233703,1296.6892763938413
China,Female,ASIR,APC,2033,1276.8685431685471,1253.9322407962088,1300.2243849301758
China,Female,ASIR,APC,2034,1280.3692397612638,1257.3700546152884,1303.7891145168232
China,Female,ASIR,APC,2035,1283.8992125349632,1260.8366187293127,1307.3836557897362
China,Female,ASIR,APC,2036,1287.458650563978,1264.332118816285,1311.0082012817006
China,Female,ASIR,APC,2037,1291.0477448021174,1267.856742399924,1314.6629454393576
China,Female,ASIR,APC,2038,1294.666688099607,1271.4106788663005,1318.3480846404527
China,Female,ASIR,APC,2039,1298.3156752202517,1274.99411948069,1322.063817211313
China,Female,ASIR,APC,2040,1301.9949028586886,1278.6072574045174,1325.810343444416
China,Female,ASIR,APC,2041,1305.7045696579557,1282.2502877126094,1329.5878656162783
China,Female,ASIR,APC,2042,1309.4448762271868,1285.9234074105716,1333.3965880054766
China,Female,ASIR,APC,2043,1313.2160251595717,1289.6268154524262,1337.2367169109334
China,Female,ASIR,APC,2044,1317.018221050409,1293.3607127583407,1341.108460670303
China,Female,ASIR,APC,2045,1320.8516705154896,1297.12530223268,1345.0120296786886
China,Female,ASIR,APC,2046,1324.716582209595,1300.9207887821747,1348.947636407481
China,Female,ASIR,APC,2047,1328.613166845305,1304.7473793343886,1352.9154954235096
China,Female,ASIR,APC,2048,1332.5416372118577,1308.6052828562415,1356.9158234082465
China,Female,ASIR,APC,2049,1336.502208194427,1312.4947103729394,1360.9488391774382
China,Female,ASIR,APC,2050,1340.495096793429,1316.4158749869343,1365.0147637007638
China,Female,ASIR,APC,2051,1344.5205221441984,1320.3689918972489,1369.113820121872
China,Female,ASIR,APC,2052,1348.5787055367944,1324.3542784189235,1373.24623377855
China,Female,ASIR,APC,2053,1352.6698704360501,1328.3719540027078,1377.4122322231374
China,Female,ASDR,ARIMA,2024,556.9367650829038,554.3713937259693,559.5021364398383
China,Female,ASDR,ARIMA,2025,551.8869481790917,543.9288119923066,559.8450843658769
China,Female,ASDR,ARIMA,2026,546.8371312752797,532.017809255657,561.6564532949025
China,Female,ASDR,ARIMA,2027,541.7873143714677,518.8791902257304,564.6954385172049
China,Female,ASDR,ARIMA,2028,536.7374974676557,504.6719182143648,568.8030767209466
China,Female,ASDR,ARIMA,2029,531.6876805638436,489.50676225882154,573.8685988688657
China,Female,ASDR,ARIMA,2030,526.6378636600316,473.4661837776913,579.8095435423719
China,Female,ASDR,ARIMA,2031,521.5880467562196,456.61455761464424,586.5615358977949
China,Female,ASDR,ARIMA,2032,516.5382298524075,439.0039147446314,594.0725449601837
China,Female,ASDR,ARIMA,2033,511.48841294859545,420.67742998656286,602.299395910628
China,Female,ASDR,ARIMA,2034,506.43859604478337,401.6716737164917,611.205518373075
China,Female,ASDR,ARIMA,2035,501.3887791409713,382.0181375112845,620.759420770658
China,Female,ASDR,ARIMA,2036,496.3389622371592,361.74430879814287,630.9336156761756
China,Female,ASDR,ARIMA,2037,491.2891453333471,340.874452337564,641.7038383291302
China,Female,ASDR,ARIMA,2038,486.239328429535,319.4301938234248,653.0484630356452
China,Female,ASDR,ARIMA,2039,481.18951152572293,297.43096562252964,664.9480574289162
China,Female,ASDR,ARIMA,2040,476.13969462191085,274.8943538478163,677.3850353960054
China,Female,ASDR,ARIMA,2041,471.08987771809876,251.83637315880625,690.3433822773912
China,Female,ASDR,ARIMA,2042,466.0400608142867,228.27168754268703,703.8084340858863
China,Female,ASDR,ARIMA,2043,460.9902439104746,204.21378999701608,717.7666978239331
China,Female,ASDR,ARIMA,2044,455.9404270066625,179.67515044988824,732.2057035634368
China,Female,ASDR,ARIMA,2045,450.8906101028504,154.667338786939,747.1138814187618
China,Female,ASDR,ARIMA,2046,445.84079319903833,129.20112812260834,762.4804582754683
China,Female,ASDR,ARIMA,2047,440.79097629522624,103.28658221442606,778.2953703760264
China,Female,ASDR,ARIMA,2048,435.74115939141416,76.93313001843751,794.5491887643908
China,Female,ASDR,ARIMA,2049,430.69134248760207,50.14962971915651,811.2330552560477
China,Female,ASDR,ARIMA,2050,425.64152558379,22.9444240700916,828.3386270974884
China,Female,ASDR,ARIMA,2051,420.5917086799779,-4.674611495873819,845.8580288558296
China,Female,ASDR,ARIMA,2052,415.5418917761658,-32.700026815666206,863.7838103679978
China,Female,ASDR,ARIMA,2053,410.4920748723537,-61.124760057740104,882.1089098024476
China,Female,ASDR,ETS,2024,558.2153763381328,554.7284310927278,561.7023215835379
China,Female,ASDR,ETS,2025,554.4438307078336,549.5125454505294,559.3751159651379
China,Female,ASDR,ETS,2026,550.6722850775344,544.632718749282,556.7118514057868
China,Female,ASDR,ETS,2027,546.9007394472352,539.926848956425,553.8746299380454
China,Female,ASDR,ETS,2028,543.129193816936,535.3321472143906,550.9262404194814
China,Female,ASDR,ETS,2029,539.3576481866368,530.8164115743705,547.898884798903
China,Female,ASDR,ETS,2030,535.5861025563376,526.3605126016967,544.8116925109784
China,Female,ASDR,ETS,2031,531.8145569260383,521.9519864114299,541.6771274406468
China,Female,ASDR,ETS,2032,528.0430112957391,517.5821755595239,538.5038470319544
China,Female,ASDR,ETS,2033,524.2714656654399,513.2447766136651,535.2981547172147
China,Female,ASDR,ETS,2034,520.4999200351407,508.93503099161836,532.0648090786631
China,Female,ASDR,ETS,2035,516.7283744048415,504.64924174833686,528.8075070613461
